common_voice_en_12837.mp3	"I don't know how to find life in the desert," the boy said.
common_voice_en_619895.mp3	My review of the sun: one star.
common_voice_en_667595.mp3	I would have won the Junior Olympics if not for those medaling kids.
common_voice_en_41981.mp3	My review of the sun: one star.
common_voice_en_154673.mp3	You won't be safe until the money's in our hands.
common_voice_en_37948155.mp3	Psychoacoustics is a division of acoustics that studies this field.
common_voice_en_31750661.mp3	The cow has not been recovered but has been spotted by park visitors.
common_voice_en_32656595.mp3	He is also Chair of Muddy Puddles and Murex Energy.
common_voice_en_32656614.mp3	Her professed hobbies were painting and the piano.
common_voice_en_32695458.mp3	Mannion scored again for Dublin.
common_voice_en_32696042.mp3	Create your home's energy profile.
common_voice_en_37081586.mp3	He is a wonderful actor but he is much better in contemporary pieces.
common_voice_en_567710.mp3	My review of the sun: one star.
common_voice_en_32679314.mp3	She was first appeared in Punjabi television series with Bhagwant Mann.
common_voice_en_22232694.mp3	one
common_voice_en_21955485.mp3	yes
common_voice_en_18845495.mp3	After the game's success, the two continued to compose in the same style.
common_voice_en_497304.mp3	And it knew nothing about love.
common_voice_en_138638.mp3	But I didn’t think that it contained any living creature.
common_voice_en_202179.mp3	I don't know why you boys are so good to me.
common_voice_en_657857.mp3	"Maybe tomorrow," said the boy, moving away.
common_voice_en_96745.mp3	A dog swimming with a stick in its mouth
common_voice_en_21932298.mp3	two
common_voice_en_96557.mp3	At his side was the young Arab the boy had spoken with earlier.
common_voice_en_24601037.mp3	Clashes between teams in the Welsh-Scottish League also counted towards the new competition.
common_voice_en_39793093.mp3	These artifacts are now displayed at the National Museum of Anthropology in Manila.
common_voice_en_38507995.mp3	The type and only species is Sciroseps pawhuskai.
common_voice_en_39122569.mp3	One track, "Penitentiary" was co-written by Ian with Third International frontman, Andrew Pearson.
common_voice_en_19941159.mp3	The family then moved to Vile Parle.
common_voice_en_38032138.mp3	During that time he served as "zanjero" or Water Overseer.
common_voice_en_39602644.mp3	A judge later dropped the charges after deciding they had no merit.
common_voice_en_19941072.mp3	Wise and London translated into English two well-known French texts on gardening.
common_voice_en_39602138.mp3	Shareholders were not impressed, thinking that his appointment indicated that the company was "inbred".
common_voice_en_39947323.mp3	The collaboration measured the magnetic moment of the muon with unparalleled precision.
common_voice_en_18096899.mp3	Do you have any remedy for louses?
common_voice_en_39597775.mp3	The architectural style of the Kievan state was strongly influenced by the Byzantine.
common_voice_en_19182187.mp3	There he won the Director's Cup and the medal in history.
common_voice_en_39567156.mp3	The assemblies had proven incapable of resolving the crisis in the kingdom.
common_voice_en_25650380.mp3	Traffic moves slowly enough to allow visual engagement with pedestrians, encouraging deference towards them.
common_voice_en_610337.mp3	Words are, in my not-so-humble opinion, our most inexhaustible source of magic.
common_voice_en_36834944.mp3	Conversely, every such quadratic Hamiltonian induces a sub-Riemannian manifold.
common_voice_en_17485890.mp3	There was also some confusion that internal changes were made.
common_voice_en_39600219.mp3	The construction of new career services interview rooms provides up-to-date facilities for on-campus recruiters.
common_voice_en_39926455.mp3	The mission was the second manned launch of a Saturn Five rocket.
common_voice_en_39746109.mp3	Mowing heights influence the play of the course.
common_voice_en_26974146.mp3	Versions excluding the financial services industry or the banking sector respectively are also available.
common_voice_en_19628144.mp3	He has also played for the Beach Soccer national team from Canada.
common_voice_en_43662.mp3	Tell me what movies are at AMC Theatres.
common_voice_en_26975871.mp3	Its ornamental embroideries and sculptures experienced growing success in Germany.
common_voice_en_20538780.mp3	There is also an unpaved road upstream along the Vychegda, heading to Yarensk.
common_voice_en_18728179.mp3	A shouting match in a hallway reportedly ensued.
common_voice_en_26949296.mp3	The house was built for Samuel Barnard, a merchant.
common_voice_en_21222549.mp3	Peterson played electronic organ behind Staples' singing.
common_voice_en_15734166.mp3	The light danced across the lake.
common_voice_en_19763499.mp3	Aero was wholly owned by the Ibru family.
common_voice_en_17812357.mp3	How do you know that it is correct?
common_voice_en_18533900.mp3	Mr. Jarndyce without further ceremony entered a room there, and we followed.
common_voice_en_19968003.mp3	That continues to be its primary function today.
common_voice_en_308714.mp3	A wise man shall hold his tongue till he sees his opportunity.
common_voice_en_18585459.mp3	My appendix had to be surgically removed.
common_voice_en_34917055.mp3	However, in the Beta the engine and manual gearbox were fitted transversely in-line.
common_voice_en_27179840.mp3	Ann Arbor's West Side is also home to Wolverine State Brewing Company.
common_voice_en_18920987.mp3	Atulayan Island is under the jurisdiction of this municipality.
common_voice_en_21638492.mp3	Ottawa would attempt to secure his rights from Montreal.
common_voice_en_17259949.mp3	How can we reconcile this conflict?
common_voice_en_205347.mp3	A large portion of the cylinder had been uncovered.
common_voice_en_650491.mp3	A lady in a fold up chair eats while a man looks inside a car door that is parked on a curb
common_voice_en_18363454.mp3	Acceleration of time.
common_voice_en_17269569.mp3	Who would have thought that?
common_voice_en_17251447.mp3	Darling, could you grab me some throat candy down at the local chemist?
common_voice_en_438702.mp3	We talked of the side show in the circus.
common_voice_en_22106265.mp3	three
common_voice_en_496990.mp3	That lady is so fashionable!
common_voice_en_26940781.mp3	Its runway was one of the longest at a civil airport.
common_voice_en_26971771.mp3	Mayfair was born in Phoenix, Arizona.
common_voice_en_19623717.mp3	Edward Gallop later drowned but James and Richard became pioneering market gardeners and vignerons.
common_voice_en_32811086.mp3	Legs and ventral side are brown testaceous.
common_voice_en_17287657.mp3	What do you say to that?
common_voice_en_26959435.mp3	The song was originally called "Drive Talking".
common_voice_en_27775327.mp3	Apart perhaps from the German threat, most Frenchmen ignored foreign affairs and colonial issues.
common_voice_en_27161481.mp3	The Dakota-language name for the lake was "Minnetonka", meaning "great waters".
common_voice_en_612556.mp3	A good thing is all the sweeter when won with pain.
common_voice_en_39901062.mp3	The is named after him.
common_voice_en_18383646.mp3	Do you know those people?
common_voice_en_27483506.mp3	She believed that his chief need in life was herself.
common_voice_en_27421893.mp3	He continues to write and perform in concert.
common_voice_en_18974248.mp3	Chris McHugh is on the Nashville "A" list of session drummers.
common_voice_en_18330083.mp3	I love to watch New Year's Eve fireworks.
common_voice_en_19678323.mp3	He developed a range of by-products from copper-smelting and diversified into other metallurgical activities.
common_voice_en_17372061.mp3	Me too, so I try to get plenty wherever I go.
common_voice_en_18368435.mp3	No, I asked Pamela and Mark for directions before I left.
common_voice_en_20483330.mp3	According to Marek Edelman the lawlessness had little to do with antisemitism.
common_voice_en_17576768.mp3	But we never even got close to it?
common_voice_en_19657558.mp3	He acquires there a very distinctive personality.
common_voice_en_25107900.mp3	O'Loughlin has a reputation for being a hands-on music executive.
common_voice_en_17782044.mp3	Birds of a feather flock together.
common_voice_en_8546792.mp3	This kettle is quicker at boiling water than the old one.
common_voice_en_17728603.mp3	So basically establishing a system where the externalities are added to the price.
common_voice_en_25260813.mp3	Welsh is therefore a growing language within Wales.
common_voice_en_25654050.mp3	He is also known as "Giovanni Agnolo Canini" or "Giannangiolo".
common_voice_en_27681755.mp3	Despite the constant arguing, they still loved each other, though they disliked fighting.
common_voice_en_20690350.mp3	It seems most likely the material is a true allotrope of tungsten.
common_voice_en_19948346.mp3	Another common type of certification in modern society is product certification.
common_voice_en_25167288.mp3	It must be splendid to get up and recite there.
common_voice_en_25166337.mp3	Herkimer County, New York was named in his honor.
common_voice_en_30480238.mp3	They clear their stand that they will stand with all communities or caste.
common_voice_en_17730664.mp3	The very next day, he woke refreshed.
common_voice_en_18167735.mp3	The lobes of her ears were pierced to hold rings.
common_voice_en_19646630.mp3	Wallace began writing stories at the age of seven.
common_voice_en_19704350.mp3	‘I should be sorry to think so,’ returned his companion.
common_voice_en_20287558.mp3	Therefore, he said, 'Do not be frightened.
common_voice_en_39999823.mp3	All series are edited for content and include Literary Arabic subtitles.
common_voice_en_22112181.mp3	six
common_voice_en_17444771.mp3	I don't suppose there's some sort of index to all this?
common_voice_en_17758736.mp3	No man or woman is worth your tears, and the one who is, won't make you cry.
common_voice_en_19046551.mp3	The party then fell into a crisis of leadership.
common_voice_en_25237716.mp3	The politician Airey Neave was a first cousin.
common_voice_en_158885.mp3	He had found where his treasure was, and was frightened at what might happen.
common_voice_en_665024.mp3	Crooks don't pay taxes.
common_voice_en_137777.mp3	He could not help it.
common_voice_en_38145547.mp3	During World War Two he conducted Radar research for the Admiralty.
common_voice_en_22772697.mp3	Trains run every hour each way on Sundays.
common_voice_en_19238624.mp3	Over everything there were great discussions.
common_voice_en_22198511.mp3	zero
common_voice_en_17252593.mp3	Before you get too excited, keep in mind that it only applies to low-dimensional problems.
common_voice_en_20875217.mp3	Richmond had never before visited Ireland, his appointment a break with past policy.
common_voice_en_18713070.mp3	He has sophisticated tastes.
common_voice_en_210777.mp3	I don't think this wall should be painted the way you suggested.
common_voice_en_513745.mp3	He looked like an Arab, which was not unusual in those parts.
common_voice_en_21060787.mp3	In his view, painters and artists in general should be craftsmen.
common_voice_en_20462746.mp3	In the United States only the federal government and state governments are sovereign.
common_voice_en_22148092.mp3	no
common_voice_en_19577361.mp3	Milwaukee police worked with international police organizations on recovery efforts.
common_voice_en_24986083.mp3	Celebrity format, with participants being previously known public figures, is also common.
common_voice_en_20978409.mp3	Their diet is mainly seeds and fruit.
common_voice_en_609065.mp3	I'm trying to explain to my mother how to get pictures off her phone.
common_voice_en_663212.mp3	I finally went by myself and came back this morning feeling happy and refreshed.
common_voice_en_19679314.mp3	The film's cast consisted of actors who were a part of Balachander's regular troupe.
common_voice_en_18571380.mp3	She gave a gulp.
common_voice_en_38080463.mp3	Easterbrook was a longtime critic of the Space Shuttle program.
common_voice_en_22755254.mp3	Four teenage girls were killed in the accident.
common_voice_en_20956122.mp3	Instead the parish was united with that of Saint Mary Aldermary.
common_voice_en_22315871.mp3	six
common_voice_en_22144861.mp3	six
common_voice_en_591840.mp3	A tow truck came to clear up the wreckage.
common_voice_en_18121280.mp3	Different strokes for different folks.
common_voice_en_595370.mp3	For the first time I started to see that it was possible to become productive.
common_voice_en_47281.mp3	The same hand that had brandished the sword now held a whip.
common_voice_en_17801959.mp3	How does that strike you?
common_voice_en_461012.mp3	Strike while the iron is hot Make hay while the sun shines
common_voice_en_19943371.mp3	It also has hot springs and associated facilities.
common_voice_en_18712870.mp3	The Norse form of the name was "Surkudalr".
common_voice_en_17789885.mp3	Mesh wire keeps chicks inside.
common_voice_en_19665239.mp3	Arthur Henderson became Foreign Secretary, with Snowden again at the Exchequer.
common_voice_en_19024457.mp3	Pappritz was a well-known singer at the Berlin Opera.
common_voice_en_19769267.mp3	The sale of the Ashby Saint Ledgers estate did not include The Manor House.
common_voice_en_658584.mp3	Is it all right?
common_voice_en_19075004.mp3	Johnson was influenced by the vogue for exotic locations.
common_voice_en_178626.mp3	Mark untaped the package carefully.
common_voice_en_25455746.mp3	Investment opportunities in Vietnam Town are open to Vietnamese worldwide.
common_voice_en_20712728.mp3	There are several ultramarathons held on the West Highland Way.
common_voice_en_40406988.mp3	He wants to grow out his mustache.
common_voice_en_570496.mp3	An old woman singing and playing music.
common_voice_en_23602695.mp3	After his wife's death Gilpin lived in Bedfordshire with his friend Samuel Whitbread.
common_voice_en_19853169.mp3	Its species is unconfirmed but is believed to be an alligator gar.
common_voice_en_19085358.mp3	Wheeler lives in Portland, Oregon, with his twin sons.
common_voice_en_20240264.mp3	Mount Coot-tha is the source of Ithaca Creek.
common_voice_en_25853848.mp3	Interbreeding between the human and amphibian species is also actively encouraged.
common_voice_en_651776.mp3	"Who told you that?" asked the boy, startled.
common_voice_en_12896.mp3	I am in search of that universal language, among other things.
common_voice_en_22857935.mp3	Young's greatest legacy was institution building.
common_voice_en_21112662.mp3	It follows the previous stages of hydrogen, helium, carbon, neon and oxygen burning processes.
common_voice_en_19685389.mp3	He pretends to return her feelings so he can stay close to Margit.
